stop_id,stop_name,stop_lat,stop_lon
2027,Powstańców Warszawy - Skromna,53.14378,18.009027
2028,Powstańców Warszawy - Skromna,53.14369600000001,18.008499
2029,Powstańców Warszawy - Szpital Wojskowy,53.14312963164716,18.01566371205001
2030,Powstańców Warszawy - Szpital Wojskowy,53.14305317426129,18.01522910375131
2031,Rycerska,53.1372863911123,17.9988091369019
2032,Rycerska,53.1372565809921,17.9988748194681
2033,Dworzec Główny,53.1347181471965,17.9927262605831
2034,Dworzec Główny,53.1349019414949,17.9932475427504
2035,Dworzec Główny,53.1347365204109,17.9931103547561
2036,Dworzec Główny,53.1348491902762,17.9934351365841
2037,Dworzec Główny,53.1347083281948,17.9931800516726
2038,Dworzec Główny,53.1348334143386,17.9935075505091
2039,Dworzec Główny,53.1348823970241,17.9941873656587
2040,Dworzec Główny,53.1348016313873,17.9925416367889
2041,Rycerska,53.13726761234349,17.9990129895602
2042,Rycerska,53.1375255840579,17.9993185057816
2043,Rycerska,53.1374030089005,17.9991736040549
2044,Rycerska,53.1373766037802,17.9993180465211
2045,Rycerska,53.1374972684453,17.9994663276601
2046,Dworcowa - Sobieskiego,53.13319400000001,17.993639
2047,Warszawska - Fredry,53.133251,17.995916
2048,Plac Piastowski,53.1319492988936,17.9968989132865
2049,Fredry - Warszawska,53.132862,17.99675
2050,Hetmańska - Kaszubska,53.13344599999999,18.003944
2051,Mazowiecka - Pomorska,53.132721,18.00461
2052,Plac Teatralny,53.124299558787,18.0010708467556
2053,Plac Teatralny,53.1243598628251,18.0006951400508
2054,Focha - Opera,53.1251110946496,17.997130842282
2055,Focha - Opera,53.1251770307034,17.9971473892785
2056,Focha - Opera,53.12545150001899,17.9967621861693
2057,Garbary,53.12656061648566,17.99141935990474
2058,Garbary,53.126001267489,17.9907687730867
2059,Garbary ,53.125443,17.993723
2060,Garbary,53.126583,17.990557
2061,Garbary,53.1257446102519,17.9927548027618
2062,Garbary,53.1256989344564,17.9927534765119
2063,Rycerska,53.1374979584337,17.9996468335407
2064,Rycerska,53.13720035261081,17.9995755189725
2065,Rycerska,53.137245609838,17.9995408971113
2066,Rycerska,53.1372927762172,17.9995025389054
2069,Garbary,53.12650001074401,17.9918714553849
2070,Garbary,53.12632304145609,17.9917504377623
2071,Dworcowa - Matejki,53.1303729128895,17.9961812672098
2072,Dworcowa - Matejki,53.1297188877612,17.9955170719363
2073,Kmicica - Pileckiego,53.139717,17.987118
2074,Garbary,53.12673048093841,17.9913421685156
2075,Piaski,53.17093548237747,17.96966761616523
2076,Pileckiego - Żeglarska,53.13838619689489,17.97636451646172
2077,Artyleryjska - Zaświat,53.1392550108103,18.0040838670806
2078,Artyleryjska - Zaświat,53.1393333899109,18.0021772906029
2079,Plac Piastowski,53.1320825684679,17.9991544215223
2080,Śniadeckich - Sienkiewicza,53.1305154939,18.0002285692533
3001,Mickiewicza - Teatr Polski,53.13108400000001,18.012943
3002,Mickiewicza - Teatr Polski,53.1309895566672,18.0126488796551
3003,Rondo Wielkopolskie,53.12943212514221,18.0210413457742
3004,Rondo Wielkopolskie,53.1291056855836,18.0230209983241
3005,Rondo Wielkopolskie,53.128307,18.02125
3006,Powstańców Wielkopolskich - Lelewela,53.1293761596216,18.029743190768
3007,Powstańców Wielkopolskich - Lelewela,53.12935481093981,18.0279246413554
3008,Paderewskiego,53.13019166666667,18.01314722222222
3009,Paderewskiego,53.129717442661,18.0126539102344
3010,Krasińskiego - Gimnazjalna,53.127808,18.007418
3011,Markwarta - 3 Maja,53.12678888888889,18.01056111111111
3012,Plac Weyssenhoffa,53.129082,18.015444
3013,Rondo Ossolińskich,53.127056,18.016193
3014,Rondo Ossolińskich,53.1258,18.017775
3015,Rondo Ossolińskich,53.12607222222222,18.01772222222222
3016,Ogińskiego - Moniuszki,53.1264894421595,18.0207628210435
3017,Skłodowskiej Curie - Jurasza,53.126165783753,18.0306107335505
3018,Skłodowskiej Curie - Jurasza,53.1262651116911,18.0305519926916
3019,Gdańska - Cieszkowskiego,53.1300550359884,18.0079304254136
3020,Gdańska - Cieszkowskiego,53.1305011273483,18.0082430219466
3021,Plac Wolności,53.1265359806111,18.0042611938309
3022,Plac Wolności,53.1264587097868,18.0040400194643
3023,Gdańska - Dworcowa,53.1252028870653,18.0031455912218
3024,Gdańska - Dworcowa,53.12518748539039,18.0031968678991
3025,Rondo Jagiellonów,53.123625097917,18.0070461427613
3026,Rondo Jagiellonów,53.12356877973771,18.0070230819757
3027,Rondo Jagiellonów,53.12338187839249,18.0085920234805
3028,Rondo Jagiellonów,53.1233309592525,18.0086674279034
3029,Rondo Jagiellonów,53.12379764784101,18.0066678563801
3030,Rondo Jagiellonów,53.12261666666666,18.00723611111111
3031,Rondo Jagiellonów,53.12306345579881,18.0102088413519
3032,Rondo Jagiellonów,53.1241112891889,18.0086717208306
3033,Rondo Jagiellonów,53.1243789534412,18.0087635091861
3034,Rondo Jagiellonów,53.124195,18.008444
3035,Jagiellońska - Piotrowskiego,53.1234364682249,18.0144077711717
3036,Dworzec Autobusowy,53.1231879810651,18.0182645318464
3037,Dworzec Autobusowy,53.1231361167237,18.0183506401988
3038,Dworzec Autobusowy,53.1233606602431,18.0180570708456
3039,Dworzec Autobusowy,53.1227863831639,18.0202793756378
3040,Dworzec Autobusowy,53.1235375891031,18.0196876894428
3041,Jagiellońska - Łużycka,53.12191252208811,18.0277297061191
3042,Jagiellońska - Łużycka,53.1219265384165,18.0274815238427
3043,Gdańska - Chodkiewicza,53.1347637531688,18.01258055630526
3044,Gdańska - Chodkiewicza,53.13424251052332,18.01213500092533
3045,Chodkiewicza - Paderewskiego,53.1328320908752,18.01710425636821
3046,Chodkiewicza - Paderewskiego,53.13295654150206,18.01685142821845
3047,UKW,53.13173299231832,18.0204406074139
3048,UKW,53.13145241137433,18.02196319404995
3049,Chodkiewicza - Lelewela,53.13179377700925,18.02879077540004
3050,Chodkiewicza - Lelewela,53.13183068716499,18.02856558920247
3051,Bielawy - koniec,53.13222099999999,18.033693
3052,Bielawy - peron 1,53.13242801736794,18.03329421975347
3053,UKW,53.1319961611504,18.0211968893281
3054,UKW,53.130853607543,18.021297072122
3055,Śniadeckich - Gdańska,53.128456,18.00569
3056,Chodkiewicza - Gdańska,53.1343300830424,18.01294321879159
3057,Dworzec Autobusowy,53.12443376636299,18.0193573927401
3058,3 Maja - Markwarta,53.12650842631571,18.0097051921829
3059,Plac Teatralny - Mostowa,53.1236427416526,18.00150128255007
3060,Jagiellońska / Łużycka,53.1217724558599,18.0278969738337
3061,Jagiellońska / Łużycka,53.1220918122457,18.0271571960218
3062,Bielawy - peron 2,53.13239270022783,18.03336171666252
4001,Powstańców Wielkopolskich - Wyszyńskiego,53.130222,18.038584
4002,Powstańców Wielkopolskich - Wyszyńskiego,53.1299980470823,18.0361815506008
4003,Powstańców Wielkopolskich - Wyszyńskiego,53.130112,18.040222
4004,Głowackiego - Gajowa,53.13172099999999,18.043694
4005,Głowackiego - Gajowa,53.131527,18.044001
4006,Głowackiego - Bałtycka,53.131222,18.046972
4007,Głowackiego - Bałtycka,53.131138,18.047112
4008,Bałtycka - Głowackiego,53.130138,18.0495
4009,Bałtycka - Głowackiego,53.12989,18.049307
4010,Morska,53.129749,18.053223
4011,Morska,53.129696,18.05525
4012,Morska,53.129581,18.055445
4013,Rondo Skrzetuskie,53.1262966887306,18.0367114348229
4014,Rondo Skrzetuskie,53.1277431023734,18.0381535037155
4015,Skłodowskiej Curie - Gajowa,53.1264977644613,18.0423971866822
4016,Skłodowskiej Curie - Gajowa,53.12661597232161,18.0422682673534
4017,Skłodowskiej Curie - Bałtycka,53.12633382576941,18.0470147518181
4018,Skłodowskiej Curie - Bałtycka,53.1259818419254,18.0488871504976
4019,Bałtycka - Skłodowskiej Curie,53.12749900000001,18.048445
4020,Skłodowskiej Curie - Łęczycka,53.1252858310147,18.0543448440632
4021,Skłodowskiej Curie - Łęczycka,53.1255912799866,18.0528076474457
4022,Rondo Fordońskie,53.12094837378389,18.033926116141
4023,Rondo Fordońskie,53.12091231494669,18.0340140800897
4024,Rondo Fordońskie,53.1209894937653,18.0362854445097
4025,Rondo Fordońskie,53.12094780452101,18.0362839353947
4026,Rondo Fordońskie,53.12207078833691,18.0349150442122
4027,Rondo Fordońskie,53.1210380255507,18.0331425928951
4028,Rondo Fordońskie,53.12177556573701,18.035720395035
4029,Rondo Fordońskie,53.12074150446631,18.0371924898749
4030,Fordońska - Bałtycka,53.1206559536539,18.0474788957978
4031,Fordońska - Bałtycka,53.12070186671361,18.0473001555094
4032,Fordońska - Bałtycka,53.12056495570959,18.0472350083841
4033,Fordońska - Bałtycka,53.1207796244764,18.0478588028281
4034,Most Kazimierza Wielkiego,53.120861,18.058111
4035,Most Kazimierza Wielkiego,53.1206894139356,18.0558369796446
4036,Most Kazimierza Wielkiego,53.12072491408801,18.0580758458003
4037,Fordońska - Szajnochy,53.1212538565193,18.0603971767833
4038,Fordońska - Fabryczna,53.12207574864,18.0659622842711
4039,Fordońska - Fabryczna,53.1217077223632,18.0646655199498
4040,Fordońska - Fabryczna,53.12205196986049,18.0662930995794
4041,Fordońska - Fabryczna,53.12267959816509,18.0672323975828
4042,Fordońska - Towarowa,53.122971,18.068693
4043,Fordońska - Towarowa,53.12289,18.068251
4044,Fordońska - Wyścigowa,53.1249667076923,18.0779305370708
4045,Fordońska - Wyścigowa,53.12476093798941,18.0759064873714
4046,Fordońska - Wyścigowa,53.1246586368933,18.0761021838277
4047,Wyścigowa,53.1253583366016,18.0770070235434
4048,Wyścigowa,53.12535248062839,18.0769007642948
4049,Fordońska - Wyścigowa,53.1246891568382,18.0760813870288
4050,Wyścigowa,53.126026,18.077749
4051,Wyścigowa,53.1264865460226,18.0797248223449
4052,Wyścigowa,53.12616700000001,18.078667
4053,Wyścigowa,53.12616700000001,18.078167
4054,Inwalidów - Harcerska,53.1288408605608,18.08223576355591
4055,Inwalidów - Harcerska,53.12878400494847,18.08225360393177
4056,Inwalidów - R.O.D.-Wyczółkowskiego,53.12909130766792,18.07792569470681
4057,Inwalidów - R.O.D.-Wyczółkowskiego,53.12930899204778,18.07674043247319
4058,Inwalidów - R.O.D.-Makrum,53.13035783636795,18.0691861385741
4059,Inwalidów - R.O.D.-Makrum,53.13016290959465,18.07019963386216
4060,Dworzec Bielawy (Inwalidów),53.13240880129563,18.05480711198342
4061,Dworzec Bielawy (Inwalidów),53.13236888158366,18.05468911709404
4062,Dworzec Bielawy,53.13162102759598,18.05288163296097
4063,Dworzec Bielawy,53.130974,18.056055
4064,Bałtycka ,53.120888,18.047361
4065,Wyszyńskiego - Powstańców Wielkopolskich,53.12932005303388,18.0373679103979
4066,Kamienna - Fabryczna,53.12994400000001,18.064528
4067,Kamienna - Fabryczna,53.129391,18.066944
4068,Most Kazimierza Wielkiego,53.1200941478848,18.0567710242398
4069,Most Kazimierza Wielkiego,53.1212985869907,18.0569683183841
4070,Fordońska - Gajowa,53.1209653143968,18.0402121636181
5001,Smukała,53.191807,17.970751
5002,Opławiec - Biwakowa,53.195389,17.969278
5003,Opławiec - Biwakowa,53.19569400000001,17.969
5004,Opławiec - Elektrownia,53.190834,17.964251
5005,Opławiec - Elektrownia,53.19102900000001,17.964193
5006,Opławiec - Przedszkole,53.186943,17.960556
5007,Opławiec - Przedszkole,53.18639,17.959862
5008,Opławiec - Meysnera,53.18558099999999,17.95911
5009,Opławiec - Meysnera,53.185028,17.958584
5010,Meysnera - Opławiec,53.185528,17.958055
5011,Sanatorium,53.186501,17.946251
5012,Opławiec - Wypoczynkowa,53.17758200000001,17.957361
5013,Opławiec - Wypoczynkowa,53.178028,17.957443
5014,Opławiec - Kolonijna,53.173168,17.955528
5015,Opławiec - Kolonijna,53.173611,17.955807
5016,Opławiec - Koronowska,53.16736199999999,17.951555
5017,Opławiec - Koronowska,53.168446,17.952639
5018,Koronowska - Wodociągi,53.156891,17.954805
5019,Koronowska - Wodociągi,53.158943,17.954
5020,Nad Torem - Chmurna,53.150112,17.959888
5021,Nad Torem - Chmurna,53.151196,17.95886
5022,Nad Torem - Karolewska,53.145779,17.962389
5023,Nad Torem - Karolewska,53.147141,17.962389
5024,Nad Torem - Orlicza,53.14018953010387,17.96281349153898
5025,Nad Torem - Orlicza,53.142113,17.962973
5026,Czyżkówko,53.14436,17.949417
5027,Deszczowa - Wichrowa,53.148556,17.950693
5028,Deszczowa - Wichrowa,53.148472,17.950138
5029,Deszczowa - Wiejska,53.150082,17.956972
5030,Wiejska - Deszczowa,53.14972299999999,17.95764
5031,Wiejska - Chojnicka,53.146584,17.956694
5032,Wiejska - Chojnicka,53.14755600000001,17.957001
5033,Wiejska - Krajeńska,53.141945,17.955278
5034,Krajeńska - Wiejska,53.141445,17.955639
5035,Krajeńska - Koronowska,53.141083,17.959028
5036,Rondo Maczka,53.13769384346998,17.96451805199656
5037,Rondo Maczka,53.13677678427575,17.96230018259571
5038,Grunwaldzka - Kanałowa,53.1300701117519,17.9779549343124
5039,Grunwaldzka - Kanałowa,53.1294532258167,17.9790529711855
5040,Grunwaldzka - Kraszewskiego,53.1334793601088,17.9691894251011
5041,Grunwaldzka - Kraszewskiego,53.133031145977,17.9699268351106
5042,Grunwaldzka - Flisacka,53.13689,17.95886
5043,Grunwaldzka - Flisacka,53.13663900000001,17.959473
5044,Grunwaldzka - Filtrowa,53.139832,17.947832
5045,Grunwaldzka - Filtrowa,53.139084,17.950251
5046,Grunwaldzka - Las,53.143917,17.933556
5047,Grunwaldzka - Las,53.14336,17.935167
5048,Grunwaldzka - Przejście,53.145416,17.928167
5049,Grunwaldzka - Przejście,53.14494300000001,17.929443
5050,Grunwaldzka - Kolbego,53.14722100000001,17.921307
5051,Kolbego - Grunwaldzka,53.148277,17.919945
5052,Kolbego - Kogucia,53.15477800000001,17.917028
5053,Kolbego - Kogucia,53.154919,17.916834
5054,Kolbego - Wielorybia,53.158585,17.912306
5055,Kolbego - Wielorybia,53.157833,17.913445
5056,Rekinowa,53.160027,17.908693
5057,Podmiejska - Kruszyńska,53.144001,17.914278
5058,Podmiejska - Kruszyńska,53.14430600000001,17.914528
5059,Srebrna - Stalowa,53.142582,17.906445
5060,Srebrna - Stalowa,53.14236100000001,17.907473
5061,Srebrna - Spiżowa,53.14369600000001,17.903168
5062,Srebrna - Spiżowa,53.143749,17.900612
5063,Spiżowa - Ołowiana,53.147305,17.905306
5064,Niklowa,53.146942,17.899889
5065,Flisacka - Grunwaldzka,53.136665,17.957193
5066,Dworzec Zachód,53.136055,17.946417
5067,Dworzec Zachód,53.136002,17.946611
5068,Mińska - Studzienna,53.13636,17.939472
5069,Mińska - Studzienna,53.136333,17.940472
5070,Mińska - Plonowa,53.13736,17.932833
5071,Mińska - Plonowa,53.137196,17.933889
5072,Kruszyńska - Krańcowa,53.14172400000001,17.924749
5073,Kruszyńska - Krańcowa,53.141609,17.925611
5074,Kruszyńska - Sowia,53.142944,17.919306
5075,Kruszyńska - Sowia,53.142612,17.919861
5076,Deszczowa-na żądanie,53.146027,17.948917
5077,Opławiec - Internat,53.194942,17.966862
5078,Rondo Maczka,53.13794848631115,17.9637688506279
5079,Kolbego-Grunwaldzka,53.14814,17.919889
5080,Grunwaldzka-Kolbego,53.147945,17.919222
5081,Niklowa-koniec,53.147251,17.900084
5082,Grunwaldzka - Chojnicka,53.138779,17.95175
5083,Opławiec - Soboczyńskiego,53.18199900000001,17.957001
5084,Opławiec - Soboczyńskiego,53.181,17.957001
5085,Kolbego - Dzięciołowa,53.15215596145734,17.91818604531963
5086,Kolbego - Dzięciołowa,53.15137259243748,17.91842869738301
5087,Smukalska - Sanktuarium nż,53.1785,17.9683
5088,Smukalska - Sanktuarium nż,53.17769999999999,17.9682
5089,Smukalska - Agrestowa,53.18370000000001,17.9673
5090,Smukalska - Agrestowa,53.1847,17.9675
5091,Smukalska - Baranowskiego nż,53.1875,17.9686
5092,Smukalska - Baranowskiego nż,53.1877,17.9686
5093,Rondo Maczka,53.13625737588738,17.9646246128804
5094,Rondo Maczka,53.13694571972901,17.96592332777335
6001,Rondo Grunwaldzkie,53.1259071492881,17.9845209493066
6002,Rondo Grunwaldzkie,53.1245,17.985916
6003,Rondo Grunwaldzkie,53.12553363150801,17.9880950209107
6004,Rondo Grunwaldzkie,53.1267372987988,17.9860383152662
6005,Rondo Grunwaldzkie,53.1257700918481,17.9874598239232
6006,Rondo Grunwaldzkie,53.1257554802879,17.9876991005778
6007,Nakielska - Wrocławska,53.12616700000001,17.981112
6008,Nakielska - Wrocławska,53.126083,17.981722
6009,Nakielska - Stawowa,53.126389,17.97575
6010,Nakielska - Stawowa,53.126221,17.976334
6011,Nakielska - Wrzesińska,53.127361,17.968805
6012,Nakielska - Wrzesińska,53.127251,17.969639
6013,Nakielska - Wrzesińska,53.127056,17.970444
6014,Nakielska - Wrzesińska,53.127167,17.969473
6015,Nakielska - Słoneczna,53.12840696764211,17.96331781379731
6016,Nakielska - Słoneczna,53.12833966694375,17.96339722265606
6017,Wilczak,53.12967130039904,17.95640857083131
6018,Wilczak,53.12941653925248,17.95725862626438
6019,Nakielska - Widok,53.131248,17.947001
6020,Nakielska - Widok,53.13080599999999,17.94875
6021,Nakielska - Pijarów,53.13208400000001,17.940332
6022,Nakielska - Pijarów,53.131973,17.941418
6023,Nakielska - Wiśniowa,53.132332,17.934139
6024,Nakielska - Wiśniowa,53.132195,17.935362
6025,Nakielska - Żywiecka,53.132999,17.9245
6026,Nakielska - Żywiecka,53.132721,17.926529
6027,Nakielska - Iglasta,53.133305,17.920778
6028,Nakielska - Tarnowska,53.133862,17.917194
6029,Nakielska - Tarnowska,53.13391900000001,17.916
6030,Nakielska - Notecka,53.134666,17.911057
6031,Nakielska - Notecka,53.134388,17.912666
6032,Nakielska - Lisia,53.13425099999999,17.906721
6033,Nakielska - Lisia,53.134277,17.907057
6034,Łochowska,53.130333,17.899166
6035,Łochowska,53.130638,17.899
6036,Belma,53.125252,17.898556
6037,Rondo Grunwaldzkie,53.125584,17.988583
6038,Bronikowskiego - Nakielska,53.13135900000001,17.952473
6039,Lisia,53.1346918708672,17.9073654097103
6040,Wilczak,53.1292745833108,17.9581379913205
6041,Wilczak,53.1292060016047,17.9578776628907
7001,Dworzec Wschód,53.1265928906612,18.0854140863042
7002,Dworzec Wschód,53.1267713880185,18.0829251508923
7003,Przemysłowa - Portowa,53.126221,18.096472
7004,Przemysłowa - Portowa,53.126499,18.094917
7005,Przemysłowa - Os. Rzemieślnicze,53.12536200000001,18.102333
7006,Przemysłowa - Tartak,53.12339,18.110332
7007,Przemysłowa - Tartak,53.124001,18.109138
7008,Przemysłowa,53.11990053337845,18.11415324848493
7009,Fordońska - Kapliczna,53.1291911250045,18.0978776997458
7010,Fordońska - Kapliczna,53.12934975194371,18.097503013091
7011,Fordońska - Sochaczewska,53.13039808530581,18.1034349227119
7012,Fordońska - Sochaczewska,53.1302305523291,18.1016263885666
7013,Fordońska - Wiślana,53.1323138888889,18.1122555555556
7014,Fordońska - Wiślana,53.1324527777778,18.1118027777778
7015,Fordońska - Łowicka,53.134887699024,18.1219956781121
7016,Łowicka - Pilicka,53.13269400000001,18.123112
7017,Łowicka - Pilicka,53.133278,18.12261
7018,Łowicka - Szkoła,53.130611,18.125334
7019,Łowicka - Szkoła,53.131138,18.124971
7020,Tor Regatowy,53.128113,18.128195
7021,Tor Regatowy,53.12802900000001,18.129278
7022,Witebska - Wschodnia,53.129333,18.132221
7023,Witebska - Wschodnia,53.129696,18.132944
7024,Witebska,53.132557,18.136833
7025,Fordońska - Traktorzystów,53.1363248113076,18.1272436109331
7026,Fordońska - Traktorzystów,53.136528,18.127056
7027,Dworzec - Akademia,53.13927920090769,18.1380606790342
7028,Dworzec - Akademia,53.1389554698771,18.1360626655026
7029,Fordońska - Wyszogrodzka,53.1420640138048,18.1483141206874
7030,Fordońska - Wyszogrodzka,53.1421953774295,18.1480153970263
7031,Dworzec Fordon,53.14402799999999,18.155472
7032,Dworzec Fordon,53.145416,18.159889
7033,Dworzec Fordon,53.144749,18.157389
7034,Dworzec Fordon,53.145332,18.15675
7035,Fordońska - Wiadukt,53.1469983403626,18.1661039094025
7036,Fordońska - Wiadukt,53.1468019536653,18.164787165568
7037,Fordon - Rynek,53.1498236783092,18.1731285372644
7038,Fordon - Rynek,53.149361,18.173361
7039,Wyzwolenia - Styki,53.1525721200812,18.1709171235285
7040,Wyzwolenia - Styki,53.1526755866872,18.1712294685913
7041,Wyzwolenia - Styki,53.152710372604,18.1713811793768
7042,Przemysłowa - Os. Rzemieślnicze,53.125668,18.1005
7043,Przemysłowa,53.120361,18.114111
7044,Brdyujście,53.13241599999999,18.137362
7045,Wyszogrodzka - Opalowa,53.135418,18.141666
7046,Wyszogrodzka - Opalowa,53.135113,18.141222
7047,Brdyujście,53.132362,18.137167
7048,Skandynawska - Ikea,53.13133487513131,18.1189625429297
7049,Więcka - Łowicka,53.1317320606204,18.1233091647447
7050,Kamienna - Wyścigowa,53.1280482764984,18.0777591991843
7051,Dworzec Wschód,53.1273773278377,18.0807245540138
7052,Dworzec Wschód,53.126425,18.0868027777778
7054,Skandynawska - Ikea,53.13216415905491,18.1186665986454
7055,Fordońska - Łowicka,53.13528830386061,18.1225961167524
7056,Więcka - Łowicka,53.1318055555556,18.1232638888889
7057,Dworzec Wschód,53.1278419376719,18.0826877606707
7058,Dworzec Wschód,53.1278611111111,18.0826416666667
7059,Dworzec Wschód,53.127222169228,18.0835044232673
7060,Tor Regatowy - koniec,53.1276372630157,18.1280407380702
7061,Witebska - Gazbud,53.12113857068349,18.12012084470123
7062,Witebska - Gazbud,53.12103917542103,18.12014954205732
7063,Przemysłowa - Przejazd,53.12115475711831,18.11495053970423
7064,Przemysłowa - Przejazd,53.12109029172971,18.11488300357139
8001,Wyzwolenia - Swobodna,53.157307,18.167389
8002,Wyzwolenia - Swobodna,53.1562121451077,18.1678301748195
8003,Wyzwolenia - Andersa,53.1618131565199,18.1657548074752
8004,Wyzwolenia - Andersa,53.1618551663257,18.1656799755347
8005,Niepodległości,53.16015860806329,18.1663328008378
8006,Niepodległości,53.1594213265519,18.1650359813281
8007,Wyzwolenia - Derdowskiego,53.166058,18.164417
